algorithm,model,baseline_strategy,metric,source_file,source_row,baseline_repetition,k,llm_metric,baseline_metric,delta,graph_source,pair_name,decoding_algorithm
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/011/rep_03/raw_row.json,351,2.0,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/011/rep_03/raw_row.json,351,3.0,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/011/rep_03/raw_row.json,351,4.0,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,wordnet-ontology-match,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/011/rep_03/raw_row.json,351,,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/011/rep_03/raw_row.json,352,0.0,242,1.0,1.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/011/rep_03/raw_row.json,352,1.0,242,1.0,1.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/011/rep_03/raw_row.json,352,2.0,242,1.0,1.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/011/rep_03/raw_row.json,352,3.0,242,1.0,1.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/011/rep_03/raw_row.json,352,4.0,242,1.0,1.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,wordnet-ontology-match,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/011/rep_03/raw_row.json,352,,242,1.0,1.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/011/rep_03/raw_row.json,353,0.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/011/rep_03/raw_row.json,353,1.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/011/rep_03/raw_row.json,353,2.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/011/rep_03/raw_row.json,353,3.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/011/rep_03/raw_row.json,353,4.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,wordnet-ontology-match,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/011/rep_03/raw_row.json,353,,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,354,0.0,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,354,1.0,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,354,2.0,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,354,3.0,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,354,4.0,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,wordnet-ontology-match,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,354,,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,355,0.0,0,0.0,0.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,355,1.0,0,0.0,0.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,355,2.0,0,0.0,0.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,355,3.0,0,0.0,0.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,355,4.0,0,0.0,0.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,wordnet-ontology-match,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,355,,0,0.0,0.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,356,0.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,356,1.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,356,2.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,356,3.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,356,4.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,wordnet-ontology-match,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,356,,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,357,0.0,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,357,1.0,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,357,2.0,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,357,3.0,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,357,4.0,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,wordnet-ontology-match,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,357,,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,358,0.0,242,1.0,1.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,358,1.0,242,1.0,1.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,358,2.0,242,1.0,1.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,358,3.0,242,1.0,1.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,358,4.0,242,1.0,1.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,wordnet-ontology-match,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,358,,242,1.0,1.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,359,0.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,359,1.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,359,2.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,359,3.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,359,4.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,wordnet-ontology-match,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/011/rep_04/raw_row.json,359,,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,360,0.0,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,360,1.0,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,360,2.0,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,360,3.0,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,360,4.0,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,wordnet-ontology-match,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,360,,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,361,0.0,0,0.0,0.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,361,1.0,0,0.0,0.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,361,2.0,0,0.0,0.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,361,3.0,0,0.0,0.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,361,4.0,0,0.0,0.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,wordnet-ontology-match,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,361,,0,0.0,0.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,362,0.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,362,1.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,362,2.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,362,3.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,362,4.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,wordnet-ontology-match,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,362,,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,363,0.0,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,363,1.0,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,363,2.0,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,363,3.0,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,363,4.0,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,wordnet-ontology-match,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,363,,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,364,0.0,0,0.0,0.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,364,1.0,0,0.0,0.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,364,2.0,0,0.0,0.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,364,3.0,0,0.0,0.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,364,4.0,0,0.0,0.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,wordnet-ontology-match,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,364,,0,0.0,0.0,0.0,clarice_starling,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,365,0.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,365,1.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,365,2.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,365,3.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,365,4.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,Qwen/Qwen3.5-9B,wordnet-ontology-match,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_2_to_subgraph_1/100/rep_00/raw_row.json,365,,0,0.0,0.0,0.0,philip_marlowe,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/100/rep_01/raw_row.json,366,0.0,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/100/rep_01/raw_row.json,366,1.0,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/100/rep_01/raw_row.json,366,2.0,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_2_to_subgraph_1/100/rep_01/raw_row.json,366,3.0,0,0.0,0.0,0.0,babs_johnson,subgraph_2_to_subgraph_1,beam
