profile,confidence_level,z_score,relative_half_width_target,grouping,algorithm,model,decoding_condition,metric,pair_name,condition_bits,source_finished_run_count,metric_observation_count,condition_count,conditions_needing_more_runs,condition_share_needing_more_runs,conditions_below_expected_replications,observed_runs_min,observed_runs_median,observed_runs_max,required_total_runs_max,additional_runs_needed_total,additional_runs_needed_max
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,Qwen/Qwen3.5-9B,greedy,accuracy,ALL,ALL,16800,480,96,4,0.041666666666666664,0,5,5.0,5,114,384,109
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,Qwen/Qwen3.5-9B,greedy,f1,ALL,ALL,16800,480,96,4,0.041666666666666664,0,5,5.0,5,33,102,28
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,Qwen/Qwen3.5-9B,greedy,precision,ALL,ALL,16800,480,96,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,Qwen/Qwen3.5-9B,greedy,recall,ALL,ALL,16800,480,96,4,0.041666666666666664,0,5,5.0,5,114,384,109
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,accuracy,ALL,ALL,16800,480,96,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,f1,ALL,ALL,16800,480,96,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,precision,ALL,ALL,16800,480,96,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,recall,ALL,ALL,16800,480,96,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,accuracy,ALL,ALL,16800,480,96,2,0.020833333333333332,0,5,5.0,5,108,127,103
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,f1,ALL,ALL,16800,480,96,2,0.020833333333333332,0,5,5.0,5,55,54,50
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,precision,ALL,ALL,16800,480,96,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,recall,ALL,ALL,16800,480,96,2,0.020833333333333332,0,5,5.0,5,108,127,103
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,accuracy,ALL,ALL,16800,480,96,2,0.020833333333333332,0,5,5.0,5,24,32,19
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,f1,ALL,ALL,16800,480,96,2,0.020833333333333332,0,5,5.0,5,7,3,2
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,precision,ALL,ALL,16800,480,96,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,recall,ALL,ALL,16800,480,96,2,0.020833333333333332,0,5,5.0,5,24,32,19
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.8,accuracy,ALL,ALL,16800,480,96,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.8,f1,ALL,ALL,16800,480,96,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.8,precision,ALL,ALL,16800,480,96,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.8,recall,ALL,ALL,16800,480,96,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,greedy,accuracy,ALL,ALL,16800,480,96,1,0.010416666666666666,0,5,5.0,5,29,24,24
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,greedy,f1,ALL,ALL,16800,480,96,1,0.010416666666666666,0,5,5.0,5,9,4,4
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,greedy,precision,ALL,ALL,16800,480,96,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,greedy,recall,ALL,ALL,16800,480,96,1,0.010416666666666666,0,5,5.0,5,29,24,24
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,Qwen/Qwen3.5-9B,beam_num_beams_2,accuracy,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,Qwen/Qwen3.5-9B,beam_num_beams_2,f1,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,Qwen/Qwen3.5-9B,beam_num_beams_2,precision,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,Qwen/Qwen3.5-9B,beam_num_beams_2,recall,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,Qwen/Qwen3.5-9B,beam_num_beams_6,accuracy,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,Qwen/Qwen3.5-9B,beam_num_beams_6,f1,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,Qwen/Qwen3.5-9B,beam_num_beams_6,precision,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,Qwen/Qwen3.5-9B,beam_num_beams_6,recall,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,accuracy,ALL,ALL,16800,960,192,2,0.010416666666666666,0,5,5.0,5,481,952,476
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,f1,ALL,ALL,16800,960,192,2,0.010416666666666666,0,5,5.0,5,481,952,476
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,precision,ALL,ALL,16800,960,192,2,0.010416666666666666,0,5,5.0,5,481,952,476
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,recall,ALL,ALL,16800,960,192,2,0.010416666666666666,0,5,5.0,5,481,952,476
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.8,accuracy,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.8,f1,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.8,precision,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.8,recall,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,Qwen/Qwen3.5-9B,greedy,accuracy,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,Qwen/Qwen3.5-9B,greedy,f1,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,Qwen/Qwen3.5-9B,greedy,precision,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,Qwen/Qwen3.5-9B,greedy,recall,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,accuracy,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,f1,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,precision,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,recall,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,accuracy,ALL,ALL,16800,960,192,3,0.015625,0,5,5.0,5,452,741,447
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,f1,ALL,ALL,16800,960,192,3,0.015625,0,5,5.0,5,216,329,211
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,precision,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,recall,ALL,ALL,16800,960,192,3,0.015625,0,5,5.0,5,452,741,447
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,accuracy,ALL,ALL,16800,960,192,3,0.015625,0,5,5.0,5,489,949,484
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,f1,ALL,ALL,16800,960,192,3,0.015625,0,5,5.0,5,194,396,189
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,precision,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,recall,ALL,ALL,16800,960,192,3,0.015625,0,5,5.0,5,489,949,484
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.8,accuracy,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.8,f1,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.8,precision,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.8,recall,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,greedy,accuracy,ALL,ALL,16800,960,192,1,0.005208333333333333,0,5,5.0,5,7,2,2
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,greedy,f1,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,greedy,precision,ALL,ALL,16800,960,192,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,greedy,recall,ALL,ALL,16800,960,192,1,0.005208333333333333,0,5,5.0,5,7,2,2
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo3,Qwen/Qwen3.5-9B,beam_num_beams_2,recall,ALL,ALL,16800,240,48,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo3,Qwen/Qwen3.5-9B,beam_num_beams_6,recall,ALL,ALL,16800,240,48,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo3,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,recall,ALL,ALL,16800,240,48,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo3,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.8,recall,ALL,ALL,16800,240,48,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo3,Qwen/Qwen3.5-9B,greedy,recall,ALL,ALL,16800,240,48,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,recall,ALL,ALL,16800,240,48,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,recall,ALL,ALL,16800,240,48,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo3,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,recall,ALL,ALL,16800,240,48,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo3,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.8,recall,ALL,ALL,16800,240,48,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo3,mistralai/Ministral-3-8B-Instruct-2512,greedy,recall,ALL,ALL,16800,240,48,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,model,ALL,Qwen/Qwen3.5-9B,ALL,ALL,ALL,ALL,16800,30000,6000,34,0.005666666666666667,0,5,5.0,5,2882,23139,2877
ci95_rel05,0.95,1.96,0.05,model,ALL,mistralai/Ministral-3-8B-Instruct-2512,ALL,ALL,ALL,ALL,16800,30000,6000,35,0.005833333333333334,0,5,5.0,5,489,4536,484
ci95_rel05,0.95,1.96,0.05,overall,ALL,ALL,ALL,ALL,ALL,ALL,16800,60000,12000,69,0.00575,0,5,5.0,5,2882,27675,2877
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_2,accuracy,sg3_sg1,01111,16800,5,1,1,1.0,0,5,5.0,5,257,252,252
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_2,accuracy,sg3_sg1,10100,16800,5,1,1,1.0,0,5,5.0,5,2882,2877,2877
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_2,accuracy,sg3_sg1,11011,16800,5,1,1,1.0,0,5,5.0,5,517,512,512
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_2,f1,sg3_sg1,01111,16800,5,1,1,1.0,0,5,5.0,5,160,155,155
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_2,f1,sg3_sg1,10100,16800,5,1,1,1.0,0,5,5.0,5,2882,2877,2877
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_2,f1,sg3_sg1,11011,16800,5,1,1,1.0,0,5,5.0,5,171,166,166
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_2,precision,sg3_sg1,10100,16800,5,1,1,1.0,0,5,5.0,5,2882,2877,2877
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_2,recall,sg3_sg1,01111,16800,5,1,1,1.0,0,5,5.0,5,257,252,252
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_2,recall,sg3_sg1,10100,16800,5,1,1,1.0,0,5,5.0,5,2882,2877,2877
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_2,recall,sg3_sg1,11011,16800,5,1,1,1.0,0,5,5.0,5,517,512,512
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_6,accuracy,sg3_sg1,10100,16800,5,1,1,1.0,0,5,5.0,5,1281,1276,1276
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_6,f1,sg3_sg1,10100,16800,5,1,1,1.0,0,5,5.0,5,1281,1276,1276
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_6,precision,sg3_sg1,10100,16800,5,1,1,1.0,0,5,5.0,5,1281,1276,1276
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_6,recall,sg3_sg1,10100,16800,5,1,1,1.0,0,5,5.0,5,1281,1276,1276
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,greedy,accuracy,sg1_sg2,01001,16800,5,1,1,1.0,0,5,5.0,5,114,109,109
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,greedy,accuracy,sg1_sg2,10000,16800,5,1,1,1.0,0,5,5.0,5,114,109,109
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,greedy,accuracy,sg1_sg2,10010,16800,5,1,1,1.0,0,5,5.0,5,62,57,57
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,greedy,accuracy,sg1_sg2,11101,16800,5,1,1,1.0,0,5,5.0,5,114,109,109
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,greedy,f1,sg1_sg2,01001,16800,5,1,1,1.0,0,5,5.0,5,33,28,28
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,greedy,f1,sg1_sg2,10000,16800,5,1,1,1.0,0,5,5.0,5,33,28,28
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,greedy,f1,sg1_sg2,10010,16800,5,1,1,1.0,0,5,5.0,5,23,18,18
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,greedy,f1,sg1_sg2,11101,16800,5,1,1,1.0,0,5,5.0,5,33,28,28
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,greedy,recall,sg1_sg2,01001,16800,5,1,1,1.0,0,5,5.0,5,114,109,109
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,greedy,recall,sg1_sg2,10000,16800,5,1,1,1.0,0,5,5.0,5,114,109,109
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,greedy,recall,sg1_sg2,10010,16800,5,1,1,1.0,0,5,5.0,5,62,57,57
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,greedy,recall,sg1_sg2,11101,16800,5,1,1,1.0,0,5,5.0,5,114,109,109
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,accuracy,sg3_sg1,00110,16800,5,1,1,1.0,0,5,5.0,5,29,24,24
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,accuracy,sg3_sg1,10101,16800,5,1,1,1.0,0,5,5.0,5,108,103,103
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,f1,sg3_sg1,00110,16800,5,1,1,1.0,0,5,5.0,5,9,4,4
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,f1,sg3_sg1,10101,16800,5,1,1,1.0,0,5,5.0,5,55,50,50
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,recall,sg3_sg1,00110,16800,5,1,1,1.0,0,5,5.0,5,29,24,24
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,recall,sg3_sg1,10101,16800,5,1,1,1.0,0,5,5.0,5,108,103,103
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,accuracy,sg3_sg1,00111,16800,5,1,1,1.0,0,5,5.0,5,24,19,19
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,accuracy,sg3_sg1,01011,16800,5,1,1,1.0,0,5,5.0,5,18,13,13
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,f1,sg3_sg1,00111,16800,5,1,1,1.0,0,5,5.0,5,7,2,2
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,f1,sg3_sg1,01011,16800,5,1,1,1.0,0,5,5.0,5,6,1,1
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,recall,sg3_sg1,00111,16800,5,1,1,1.0,0,5,5.0,5,24,19,19
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,recall,sg3_sg1,01011,16800,5,1,1,1.0,0,5,5.0,5,18,13,13
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,greedy,accuracy,sg3_sg1,11011,16800,5,1,1,1.0,0,5,5.0,5,29,24,24
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,greedy,f1,sg3_sg1,11011,16800,5,1,1,1.0,0,5,5.0,5,9,4,4
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,greedy,recall,sg3_sg1,11011,16800,5,1,1,1.0,0,5,5.0,5,29,24,24
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,accuracy,sg2_sg3,111010,16800,5,1,1,1.0,0,5,5.0,5,481,476,476
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,accuracy,sg2_sg3,111011,16800,5,1,1,1.0,0,5,5.0,5,481,476,476
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,f1,sg2_sg3,111010,16800,5,1,1,1.0,0,5,5.0,5,481,476,476
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,f1,sg2_sg3,111011,16800,5,1,1,1.0,0,5,5.0,5,481,476,476
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,precision,sg2_sg3,111010,16800,5,1,1,1.0,0,5,5.0,5,481,476,476
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,precision,sg2_sg3,111011,16800,5,1,1,1.0,0,5,5.0,5,481,476,476
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,recall,sg2_sg3,111010,16800,5,1,1,1.0,0,5,5.0,5,481,476,476
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,recall,sg2_sg3,111011,16800,5,1,1,1.0,0,5,5.0,5,481,476,476
